2.590900000000000318e+02,6.723555380947002504e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.723555380947002504e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.314455380947002823e+02,3.869197190033249800e+00
1.403960000000000036e+03,-3.544599452289643978e+03,0.000000000000000000e+00,0.000000000000000000e+00,-3.544599452289643978e+03,0.000000000000000000e+00,0.000000000000000000e+00,-2.140639452289643941e+03,-1.337704419907852937e+00
1.345000000000000000e+03,-1.699199999999999875e+02,0.000000000000000000e+00,-1.699199999999999875e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.175079999999999927e+03,9.805736674155750565e-01
-6.751200000000001182e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.751200000000001182e+02,6.118708572237068211e-01
2.590900000000000318e+02,3.202741077027897518e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.042531077027897254e+03,2.160210000000000036e+03,0.000000000000000000e+00,3.461831077027897663e+03,-6.113477414594448156e-03
3.505600000000000023e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.505600000000000023e+02,5.967258548296038967e+00
4.327800000000000296e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.327800000000000296e+02,-5.437058445945682550e+00
2.916000000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.916000000000000227e+02,-3.844650212939029643e+00
1.371450000000000045e+03,1.211080128554674275e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.211080128554674275e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.582530128554673865e+03,-4.723442552306167386e+00
2.916000000000000227e+02,-1.969260264148727401e+03,0.000000000000000000e+00,0.000000000000000000e+00,-1.969260264148727401e+03,0.000000000000000000e+00,0.000000000000000000e+00,-1.677660264148727492e+03,9.305703010122816643e-01
2.916000000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.916000000000000227e+02,-1.072105684367965495e+00
2.326400000000000148e+02,5.849187622013826513e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.849187622013826513e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.081827622013826840e+03,-1.318318135526520551e-01
2.326400000000000148e+02,6.452715096171041296e+02,-3.437289999999999964e+03,0.000000000000000000e+00,4.082561509617104093e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.779115096171044570e+02,9.616954195168281316e-03
3.180500000000000114e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.180500000000000114e+02,4.517372649512592098e+00
3.180500000000000114e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.180500000000000114e+02,-8.016523840018138225e-01
3.505600000000000023e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.505600000000000023e+02,1.213096710606063056e-01
1.431680000000000064e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.431680000000000064e+03,6.460848687887819963e+00
1.372720000000000255e+03,-1.699199999999999875e+02,0.000000000000000000e+00,-1.699199999999999875e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.202800000000000182e+03,-5.807734564958964896e+00
2.590900000000000318e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.590900000000000318e+02,-6.880419169183982220e+00
-7.353500000000001364e+02,-1.696596991951368409e+03,0.000000000000000000e+00,1.699199999999999875e+02,-1.866516991951368482e+03,0.000000000000000000e+00,0.000000000000000000e+00,-2.431946991951368545e+03,-6.698126494946397003e+00
3.180500000000000114e+02,-8.010069190274161883e+02,0.000000000000000000e+00,0.000000000000000000e+00,-8.010069190274161883e+02,0.000000000000000000e+00,0.000000000000000000e+00,-4.829569190274161770e+02,5.829233009130092569e+00
2.916000000000000227e+02,6.928909999999999854e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.928909999999999854e+03,7.220510000000000218e+03,-4.776565089339966264e+00
2.001300000000000239e+02,-3.152001205078928706e+03,0.000000000000000000e+00,1.699199999999999875e+02,-3.321921205078928779e+03,0.000000000000000000e+00,0.000000000000000000e+00,-2.951871205078929052e+03,-6.269355748529497063e+00
1.097630000000000109e+03,-8.510376680684615849e+02,0.000000000000000000e+00,-1.699199999999999875e+02,-6.811176680684616258e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.465923319315385243e+02,1.207233904791835677e+00
2.590900000000000318e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.590900000000000318e+02,-4.147186066305652563e-01
1.312490000000000236e+03,4.163634619503692193e+03,3.437289999999999964e+03,1.699199999999999875e+02,5.564246195036919289e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.476124619503692884e+03,-3.666803333537200782e+00
1.453670000000000300e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.453670000000000300e+03,-6.129404980936584479e+00
3.180500000000000114e+02,1.075090937026365282e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.075090937026365282e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.393140937026365236e+03,-4.756164101696739976e+00
3.505600000000000023e+02,-1.346868509301611766e+03,0.000000000000000000e+00,0.000000000000000000e+00,-1.346868509301611766e+03,0.000000000000000000e+00,0.000000000000000000e+00,-9.963085093016118208e+02,-4.304438397398238081e-01
1.403960000000000036e+03,4.946133470010117890e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.911596652998988247e+03,-3.522699999999999818e+03,6.928909999999999854e+03,1.898573347001010916e+03,-1.574044892807096030e+00
3.180500000000000114e+02,-6.317531101052807571e+03,0.000000000000000000e+00,0.000000000000000000e+00,-4.157321101052807535e+03,-2.160210000000000036e+03,0.000000000000000000e+00,-5.999481101052807389e+03,1.072582112975702939e-01
-6.531300000000001091e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.531300000000001091e+02,-5.786527409934367761e-01
1.403960000000000036e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.403960000000000036e+03,-7.964668779370802643e-01
3.180500000000000114e+02,-3.024589448475518566e+03,0.000000000000000000e+00,0.000000000000000000e+00,-3.024589448475518566e+03,0.000000000000000000e+00,0.000000000000000000e+00,-2.706539448475518384e+03,-3.642396212432278624e+00
3.180500000000000114e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.180500000000000114e+02,2.394125258891310892e-02
